	Aromanian	Asturian	Catalan (Castelló de la Plana)	Catalan (Central)	Catalan (Manises)	Catalan (Minorcan)	Catalan (Northwestern)	Catalan (Valencia)	Dalmatian	Emiliano (Carpigiano)	Emiliano (Ferrarese)	Emiliano (Reggiano)	Franco-Provençal	French	Friulian	Galician	Istro-Romanian	Italian	Ladin (Fassano)	Ladin (Gardenese)	Latin (Archaic)	Latin (Late Classical)	Ligurian (Genoa)	Ligurian (Rapallo)	Ligurian (Stella)	Lombard (Bergamo)	Lombard (Plesio)	Megleno-Romanian	Neapolitan	Occitan	Old French	Old Italian	Picard	Piedmontese (Barbania)	Piedmontese (Carmagnola)	Piedmontese (Lanzo Torinese)	Piedmontese (Turinese)	Piedmontese (Vercellese)	Portuguese	Romagnol	Romanian	Romansh (Grischun)	Romansh (Surmiran)	Romansh (Sursilvan)	Romansh (Vallader)	Sardinian (Campidanese)	Sardinian (Logudorese)	Sicilian (Catanian)	Sicilian (Messinese)	Sicilian (Palermitan)	Sicilian (Southeastern)	Spanish	Tuscan	Umbrian	Venetian (Bellunese)	Venetian (Primiero)	Venetian (Venice)	Walloon
FAT (ORGANIC SUBSTANCE)_4		ɡɾˈasa	ɡɾejʃ	ɡɾeʃ	ɡɾejʃ		ɡɾejʃ	ɡɾejʃ	ɡres	ɡraːs	ɡras	ɡraːs	ɡrˈesa	ɡʁɛs	ɡras	ɡɾˈaʃa		ɡrˈasso	ɡras	ɡras			ɡrˈassu	ɡrˈassu	ɡrˈaʃʃa~ɡrˈassu	ɡras	ɡrass		ɡrˈassə	ɡɾas	krˈejsə	ɡrˈasso	kʁa	ɡras	ɡras	ɡras	ɡras	ɡras		ɡras		ɡras	ɡras	ɡras	ɡras	ɡrˈassu	rˈassu	ɾˈassu	ɾˈassu	ɾˈassu	ɾˈassu	ɡɾˈasa	ɡrˈasso		ɡras	ɡras	ɡrˈaso	kʀaʃ
FAT (ORGANIC SUBSTANCE)_5																	mɒst																																									
FAT (ORGANIC SUBSTANCE)_6						sɛw																																																				
FAT (ORGANIC SUBSTANCE)_7																					pˈɪŋɡʷɛ																																					
FEATHER_1	pˈe̯anə								pˈajna	pˈɛna	pˈɛna						pˈæna	pˈenna			pˈɛnna~pˈɪnna	pˈɪnna	pˈenna	pˈeŋŋa				pˈe̯anə	pˈennə			pˈenna							pˈenɐ	pˈɛna	pˈanə				pˈɛnə	pˈinna		pˈinna	pˈinna	pˈinna			pˈenna	pˈenna	pˈena		pˈena	
FEATHER_2		plˈuma	pɫˈoma	pɫˈomə	pɫˈoma	pɫˈomə	pɫˈomɛ	pɫˈoma				pjˈoma	pʎˈɔ̃ma	plym	plˈume	plˈuma			pjˈuma	plˈuma					ʧˈymma	pjˈøma	pjˈyma			plˈymo	plỹmə		plœm	pjˈyma	pjˈyma	pjˈyma	pjˈyma	pjˈyːma				plˈimə	plˈemə	plˈemə			prˈumma				pjˈuma	plˈuma				pjˈuma		plym
FINGERNAIL_1																					ˈʊŋɡʷɪs	ˈʊŋɡʷɪs																																				
FINGERNAIL_2	ˈunɡʎe	ˈuɲa	ˈuŋɡɫa	ˈuŋɡɫə	ˈuŋɡɫa	ˈuŋɡɫə	ˈuŋɡɫɛ	ˈuŋɡɫa	ˈoŋɡla	ˈuŋʤa	ˈɔnʤa	ˈonʤa	ˈɔ̃ɡʎa	ɔ̃ɡl	oŋɡulˈe	ˈunʎa	ˈuŋɡʎe	ˈuŋɡja	ˈombja	ˈondla			ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈonʤa	ˈunʤa	ˈunɡʎə	ˈoɲɲə~ˈɔɲɲə	ˈuŋɡlo	õŋɡlə	ˈuŋɡja	ɔ̃ɡ	ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈoːŋʤa	ˈuɲɐ	ˈonʤa	ˈuŋɡje	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡa	ˈuŋɡra	ˈuɲɲa	ˈuɲɲa	ˈuɲɲa	ˈuɲɲa	ˈuɲa	ˈuŋɡja	ˈoɲɲa	ˈoŋʤa	ˈoŋʤa	ˈoŋʤa	ɔ̃k
FINGERNAIL_3																																																						rˈunʧu				
FIRE_1																					ˈɪŋnɪs	ˈɪŋnɪs																																				
FIRE_2	fˈokŭ	fwˈeu	fɔk	fɔk	fɔk	fɔk	fɔk	fɔk	fuk	foːɡ	fɔɡ	fɔːɡ	fwa	fø	fuːk	fˈɔɣo	fok	fwˈɔko	fek	fwek			fˈøɡu	fˈøːɡu	fø	føk	føːk	fok	fˈokə~fwˈokə~ffwˈokə	fjɔ	few	fwˈɔko	fy	fø	fø	fø	fø~føɡ	føk	fˈoɣu	fuɡ	fok	fjew	fi	fjuk	fø	fˈoɣu	fˈoɡu	fˈɔku	fˈɔku	fwˈɔku	fwˈɔku	fwˈeɣo	fˈɔko	fˈoku	fˈoɡo	fok	fˈɔɡo~fˈoɡo	føː
FIRE_3																lˈume																																										
FISH_1	pˈesku	pˈeʃe	pejʃ	peʃ	pejʃ	peʃ	pejʃ	pejʃ	pjas	pɛs	pɛs	pɛs	pˈajsɔ̃~pˈɛsɔ̃	pwasɔ̃	pɛs	pˈejʃe		pˈeʃʃe	peʃ	pəʃ	pˈɪskɪs	pˈɪskɪs	pˈeʃʃu	pˈɛʃʃu	pˈɛːʃʃu	pɛs	pɛss	pˈe̯aʃti	pˈeʃʃə	pɛjs	pˈojsõn	pˈeʃʃe	piʃɔ̃	pəs	pɛs	pɛs	pes	pøs	pˈɐjʃɨ	pɛs	pˈeʃte	peʃ	peʃ	pɛʃ	peʃ	pˈiʃʃi	pˈiske	pˈiʃʃi	pˈiʃʃi	pˈiʃʃi	pˈiʃʃi	peθ	pˈeʃʃe	pˈeʃʃe	pes	pes	pˈese	pɛʃɔ̃
FISH_2																	rˈibæ																																									
FLESH OR MEAT_1																																														pˈɛʦʦa	pˈeʦʦa							ʧˈiʧʧa				
FLESH OR MEAT_2	kˈarne	kˈaɾne	kaɾn	kaɾn	kaɾn	kaɾn	kaɾn	kaɾn	kwˈorno	kˈɛrna	kˈaran	kˈɛːrna			car	kˈaɾne	kˈɒrne	kˈarne	ɕɛrn	ɕərn	kˈaroː	kˈaroː	kˈarne	kˈarne	kˈaːrne	kˈarne	kˈarna	kˈarni	kˈarnə		ʧar	kˈarne		karn	karn	karn	karŋ	kˈarne	kˈaɾnɨ	kˈeə̯rna	kˈarne	ɕarn	cɛrn	karn	ɕarn			kˈaɾni	kˈanni	kˈaɾni	kˈaɾni	kˈaɾne	kˈarne		kˈarne	kˈarne	kˈarne	ʧoːʀ
FLESH OR MEAT_3													vjˈãda	vjɑ̃d																vjˈande			vjɑ̃n																									
FLY (MOVE THROUGH AIR)_1																																																abbulˈaɾi			abbulˈaɾi							
FLY (MOVE THROUGH AIR)_2		bolˈaɾ	voɫˈaɾ	buɫˈa	boɫˈaɾ	vuɫˈa	boɫˈa	boɫˈaɾ		vulˈɛːr	vulˈar	vulˈɛːr	volˈaː	vɔle	zvolˈaː	boˈaɾ		volˈare	ʒɡolˈɛr	ʒulˈɛ	wɔɫˈaːrɛ	vɔɫˈaːrɛ	ʒoˈaː	ʒuˈa	ʒvuˈɛ	ulˈa~ɡulˈa	ɡulˈa		vulˈa	vulˈa	volˈeːr	volˈare	vɔle	vulˈe	vulˈe	vulˈe	vulˈe	vulˈɛ	vuˈaɾ	vulˈeə̯		ʒɡulˈar	ʒɡulˈar	ʒɡulˈar	ʒvəlˈar	bolˈaj	bolˈare	vulˈaɾi	vulˈaɾɨ	vulˈaɾi		bolˈaɾ	volˈare	volˈa	volˈar	volˈar	volˈar~zvoe̯ˈar	vɔle
FLY (MOVE THROUGH AIR)_3																																									azburˈa																	
FLY (MOVE THROUGH AIR)_4	asbˈo̯airŭ																																																									
FLY (MOVE THROUGH AIR)_5																	letˈi																																									
FLY (MOVE THROUGH AIR)_6																												pərəjˈes																														
FOOT_1	ʧiʧˈorŭ																piʧˈor											piʧˈor													piʧˈor																	
FOOT_2		pje	pɛw	pɛw	pɛw	pɛw	pɛw	pɛw		peː	pjɛ	pɛ	piː	pje	piːt	pɛ		pjˈɛde	pe	pe	peːs	peːs	peː	pe	pe	pe	pɛ		pˈɛɾə	pɛt	pje	pjˈɛ~pjˈɛde	pje	pe	pe	pe	pe	pɛ	pɛ	pe		pe	pe	pej	pɛ~pe	pɛj	pˈede	pˈɛdi	pˈɛɾi~pˈɛdi	pjˈɛɾi	pˈɛɾi	pje	pjˈɛde		pie	pie~pɛ	pie	piː
FOOT_3									pins																																																	
FOOT_4																																																						fˈetta				
FULL_1		enʎˈeno														ʧˈeo													kˈinə										ʃˈɐju									kˈinu	kˈinu	kˈinu	ʧˈinu	ʎˈeno						
FULL_2	plˈinŭ~mplˈinŭ		pɫe	pɫɛ	pɫe	pɫɛ	pɫe	pɫe	plajn	piːn	pin	piːn	pʎɛː	plɛ̃	plɛŋ		pʎir	pjˈɛno	pjeŋ	pləŋ	pɫˈeːnʊs	pɫˈeːnʊs	piŋ	piŋ	ʧɛːŋ	pje	pjˈee	ɐmplˈin		pleŋ	plẽj̃n	pjˈɛno	plɛ̃	pjɛŋ	pjɛŋ	pjɛŋ	pjeŋ	piːŋ		pin	plin	plajn	plaɲ	plɛjn	plajn	prˈenu	prˈenu						pjˈɛno	pjˈenu~pˈinu	pjeŋ	pjeŋ	pjɛŋ~pjeŋ	plɛ̃
GIVE_1													baʎˈiː																				baje																									
GIVE_2	daw	daɾ							dwor	dɛːr	dar	dɛːr			daː	daɾ	dɒ	dˈare	dɛr	dɛ	dˈarɛ	dˈarɛ	daː	da	dɛ	da	da	daw	dˈa			dˈare		de	de	dɛ	dɛ	dɛ	daɾ	deə̯	adˈa	dar	dar	dar	dar		dˈare	dˈaɾi	dˈaɾɨ	dˈaɾi~ɾˈaɾi	dˈaɾi	daɾ	dˈare	da	dar	dar	dar	
GIVE_3			donˈaɾ	dunˈa	donˈaɾ	dunˈa	donˈa	donˈaɾ						dɔne																dunˈa	dõnˈeːr															donˈaj												dyne~nne
GOOD_1	bˈunŭ	boŋ	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	buŋ	bɔwn	bon	bɔwn	bɔ̃	bɔ̃	bɔŋ	bo	bur	bwˈɔno	boŋ	boŋ	bˈɔnʊs	bˈɔnʊs	buŋ	buŋ	buŋ	by	buŋ	bun	bwˈonə~bbwˈonə	boŋ	bõn	bwˈɔno	bwɛ̃	buŋ	buŋ	buŋ	buŋ	boːŋ	bõ	bown	bun	bun	buŋ	bjen	bun	bˈonu	vˈonu	bˈɔnu	bˈɔnu	bwˈɔnu	bwˈɔnu	bwˈeno	bˈɔno	bˈonu	boŋ	bɔŋ	boŋ	bɔ̃
GREEN_1	vˈe̯arde	bˈeɾde	vɛɾt	bɛɾt	bɛɾt	vɛɾt	bɛɾt	bɛɾt	vjard	verd	verd	vɛjrd	vɛ	vɛʁ	vɛrt	bˈeɾde		vˈerde	vert	vərt	wˈɪrɪdɪs	vˈɪrɪdɪs	vˈɛrde	vˈerde	vˈɛːrde	ert~vert	veːrt	vˈe̯ardi	vˈɛrdə~vvˈɛrdə	veɾt	vɛrt	vˈerde	vɛʁ	vɛrd	vɛrd	vɛrd	vɛrd	veːrt	vˈeɾðɨ	veːr	vˈerde	vɛrt	vɛrt	vɛrt	vɛrt	bˈirdi	vˈirde	vˈiɾdi	vˈiddɨ	vˈiɾdi	vˈiɾdi	bˈeɾðe	vˈerde	vˈerde	vert	vert	vˈerde	vɛʀ
GREEN_2																	zelˈen																																									
HAIR_1	pˈerŭ	pˈelo														pˈelo	per											per		pɛw		pˈelo									pər					pˈiluzu	pˈilos					pˈelo						
HAIR_2					mˈoɲo																					kjˈej																																
HAIR_3			kaβˈeʎ	kəβˈɛʎ		kəβˈɛj	kaβˈeʎ	kaβˈeʎ	kapˈej	kavˈiː	kavˈi	kavˈiː		ʃəvø	cavˈɛj	kaβˈelo		kapˈello	ɕavˈej	ɕavˈəj	kˈapɪɫɫʊs	kˈapɪɫɫʊs	kavˈelli	kavˈelli	kavˈɛːji		kavˈɛll		kapˈillə		ʧəvˈel	kapˈello	kavjo	kavɛj	kavɛj	kavɛj	kavˈej	kavˈøj	kɐβˈelu	kavˈɛl		ɕəvˈɛls	cəvˈɛls	kəvˈɛʎs	ɕəvˈɛls			kapˈiɖɖi	kapˈiɖɖɨ	kapˈiɖɖi	kapˈiɖɖi		kapˈelli	kˈapillu	kavˈei	kavˈei	kavˈei	ʧyvɛ~ʧvɛ
HAIR_4													ʃevˈøː																																													
HAND_1	mˈɨnə	mˈano	ma	ma	ma	ma	ma	ma	mwoŋ	maŋ	man	maːn	mã	mɛ̃	maŋ	maŋ	mər	mˈano	maŋ	maŋ	mˈanʊs	mˈanʊs	maŋ	maŋ	maŋ	ma	maŋ	mˈɔnə	mˈanə	maŋ	mẽj̃n	mˈano	mɛ̃	maŋ	maŋ	maŋ	maŋ	maŋ	mɐ̃w̃	mãn	mˈɨnə	mawn	maŋ	mawn	man	mˈanu	mˈanu	mˈanu	mˈanu	mˈanu	mˈanu	mˈano	mˈano	mˈano	maŋ	maŋ	maŋ	mwɛ̃
HEAD_1		tjˈesta							tjˈasta	tˈɛsta		tˈɛsta	tˈeta	tɛt				tˈɛsta					tˈesta	tˈesta	tˈɛːsta					tˈɛsto		tˈɛsta	tjɛt	tˈɛsta	tˈesta	tˈɛsta	tˈesta	tˈɛsta		tˈɛə̯sta								tˈɛsta	tˈɛsta	tjˈɛsta	tˈɛsta		tˈɛsta		tˈɛsta	tˈɛsta	tˈɛsta	tjɛːs
HEAD_2																			ʧef	ʧə																																						
HEAD_3	kˈapŭ		kap	kap	kap	kap	kap	kap	kup		kɔ				caːf		kɒp				kˈapʊt	kˈapʊt				ko	kˈoo	kap	kˈapə		ʧjef	kˈapo									kap	ɕaw	cˈeə	ɕaw	ɕew													
HEAD_4																																														kˈɔŋka	kˈoŋka											
HEAD_5		kabˈeθa														kaβˈeθa																							kɐβˈesɐ													kaβˈeθa						
HEAD_6																																																						kapˈɔʧʧa				
HEAR_1	ˈavdu																avzˈi			awdˈi										awzˈi											aawzˈi																	
HEAR_2													awˈire			owβˈiɾ					awdˈiːrɛ	awdˈiːrɛ									oˈir	udˈire							owvˈiɾ			udˈir		udˈir	dudˈir							oˈiɾ						
HEAR_3																												ut																														
HEAR_4		sentˈiɾ	sentˈiɾ	səntˈi	sentˈiɾ	səntˈi	sentˈi	sentˈiɾ	sentˈar	siŋtˈiːr	sintˈir	sˈɛjnteːr~sintˈɛjr			sintˈiː			sentˈire	sentˈir				seŋtˈiː	seŋtˈi	seŋtˈi	sintˈi~sentˈi	sentˈi		səntˈi					sˈɛŋte	sˈɛŋte	sˈɛŋte	sˈeŋte	sˈeːŋti		sintˈi			santˈɛkr					sˈɛntiɾi	sˈɛntɨɾɨ	sjˈɛntiɾi	sˈɛntiɾi		sentˈire	sintˈi	seŋtˈir	seŋtˈir	seŋtˈir	
HEAR_5													ɛ̃tˈɛ̃dre~ɛtˈɛdre	ɑ̃tɑ̃dʁ																entˈɛndɾe			ɛ̃tɛ̃d													intˈɛndi	intˈendere											
HEAR_6																																																										atɛ̃t
HEART_1	ˈinimə																jˈirimæ																								ˈinimə																	
HEART_2		koɾaθˈoŋ														koɾaθˈoŋ																							kuɾɐsˈɐ̃w̃													koɾaθˈon						
HEART_3			kɔɾ	kɔɾ	kɔɾ	kɔ	kɔɾ	kɔɾ	kwor	koːr	kɔr	koːr	køː	kœʁ	kuːr			kwˈɔre	ker	kwer	kɔr	kɔr	kø	kø	kø	kør	køːr	burˈik	kˈɔɾə	kɔɾ	kwœr	kwˈɔre	ʧœʁ	kør	kør	kør	kør	kør		kɔə̯r		kor	kor	kor	kɔwr	kˈɔru	kˈoro	kˈɔɾi	kˈɔɾɨ	kwˈɔɾi	kˈɔɾi		kˈɔre	kˈɔre	kɔr	kɔr	kwɔr	kœːʀ
HEAVY_1										peːz	pes	pɛjz																		pˈɛwʤe																							pˈeso	pˈesu				
HEAVY_2		pesˈao	pezˈat	pəzˈat~pəzˈan	pesˈat	pəzˈat	pezˈat~pezˈan	pezˈat	pezwˈont				pɛzã		pezˈant	pesˈaðo		pesˈante	pezˈok	pəzˈɔk			pezˈaŋte	pezˈaːŋte	pezˈaːŋte		pezˈaːnt		pəsˈantə~pˈisantə	pˈezant	pəzˈãnt							pizˈaːŋt	pɨzˈaðu	pˈɛzãnt					pəzˈant			pisˈanti	pisˈantɨ	pisˈanti	pisˈanti	pesˈaðo			pezˈaŋte		pezˈaŋte	pɛzã
HEAVY_3														luʁ																luɾd			luʁ																									
HEAVY_4	ɡrew																ɡrev				ɡrˈawɪs	ɡrˈavɪs				ɡref		ɡrew				ɡrˈave		ɡrɛv	ɡrɛv	ɡrɛv	ɡrɛv				ɡrew	ɡref	ɡref	ɡref	ɡrɛjf	ɡraj	ɡrˈave									ɡrew		
HORN (ANATOMY)_1			bˈaɲa	bˈaɲə	bˈaɲa	bˈaɲə	bˈaɲɛ	bˈaɲa																						bˈano																												
HORN (ANATOMY)_2	kˈornu	kwˈeɾno							kwarŋ	kˈɔren	kˈɔran	kˈɔːren	kˈøːrna	kɔʁn	kwaːr	kˈɔɾno	korn	kˈɔrno	kɔrn	kɔrn	kˈɔrnuː	kˈɔrnuː	kˈɔːrnu	kˈɔrnu	kˈɔːrnu	kˈøren	kˈɔrnu	korn	kˈɔrnə		kɔr	kˈɔrno	kɔʁn	kɔrn	kɔrn	kɔrn	kɔrn	kˈɔːrnu	kˈoɾnu	kˈɔə̯ran	korn	kˈɔrnə	kˈɔrnə	kˈɔrnə~ɕjern	kˈɔrnə	kˈɔrru	kˈorru	kˈɔɾnu	kˈɔnnu	kwˈɔɾnu	kwˈɔɾnu	kwˈerno	kˈɔrno	kˈornu	kˈɔrno	kˈɔrno	kˈɔrno	kwãn
HORN (ANATOMY)_3																																							ʃˈifɾɨ																			
I_1	mˈine	mi	me	mə	me	mɛ	me	me	me~mi	mɛ	mi	me	maj~mɛ	mwa	me	miŋ	mˈire	me	me	me	meːd	meː	mi	mi	mi	me	mi	mini	me	me	moj	me	mi	mi	mi	mi	mi	miː	mɨ	me	mˈine		me	mej	maj	mɛj	me	mi	mi	mi	mi	mi	me	me	mi	mi	mi	mi
I_2	jo	jo	jɔ	ʒɔ	jo	ʒɔ	jɔ	jɔ	ju				dɛ	ʒə	jo	ɛw	jo	ˈio	ʤe	je	ˈɛɡoː~ˈɛɡɔ	ˈɛɡɔ						jo~jew~iwə	ˈijə~i	jew	ʤə	ˈio	eʒ						ew		jew	jaw	ˈiə	jew	ɛw	dɛw	dˈeo	ju	jɔ	jɔ~ju	ju	ɟ͡ʝo	ˈio	ˈio				ʤy
KILL_1													twaː	tɥe																tyˈa~tyjˈa			tɥe																									tuwe
KILL_2	vˈatəm																																																									
KILL_3									dramwˈor																																																	
KILL_4																								ammassˈa																								ammaʦʦˈaɾi~mmaʦʦˈaɾi	ammaʦʦˈaɾɨ	ammaʦʦˈaɾi	ammaʦʦˈaɾi		ammaʦʦˈare	mmaʦʦˈa				
KILL_5															kopˈaː											køpˈa														akupˈeə̯					kəpˈar										kopˈar	kopˈar	kopˈar	
KILL_6		matˈaɾ	matˈaɾ	mətˈa	matˈaɾ	mətˈa	matˈa	matˈaɾ		masˈɛːr	maʦˈar	masˈɛːr				matˈaɾ			maʦˈɛr	maʦˈɛ			massˈaː		maʦʦˈɛ		maʦˈa							masˈe	masˈe	masˈe	masˈɛ	masˈɛ	mɐtˈaɾ			məʦˈar	məʦˈar	məʦˈar								matˈaɾ						
KILL_7																																														boʧʧˈiri	bokkˈire											
KILL_8																	uʧˈide														oʦˈirə										auʧˈide																	
KILL_9																		uʧʧˈidere			ɔkkˈiːdɛrɛ	ɔkkˈiːdɛrɛ										anʧˈidere																										
KILL_10																													aʧʧˈiɾəɾə																													
KILL_11																												nek																														
KILL_12																																									aomorˈɨ																	
KNEE_1		rodjˈeʎa																																																		roðˈiʎa						
KNEE_2	ʒinˈukʎu																ʒerˈuŋkʎu	ʤinˈɔkkjo		ʒənˈodl			ʒenˈuʤʤu	zenˈuʤʤu	ʒenˈuʤʤu			zinˈukʎu	dənˈukkjə			ʤinˈɔkkjo									ʤenˈuŋkʲ					ʒenˈuɣu	benˈukkru	ʤinˈɔkkju~dinˈɔkkju~inˈɔkkju	ʤinˈɔkkju	ɾinwˈɔkkju	ɾinwˈɔʧʧu		ʤinˈɔkkjo	ʤinˈokkju				
KNEE_3																ʃeˈonʎo					ɡˈɛnʊ	ɡˈɛnʊ																	ʒuˈɐʎu																			
KNEE_4			ʤinˈoʎ	ʒənˈoʎ	ʧenˈoʎ	ʒunˈoj	ʒinˈoʎ	ʧinˈoʎ	ʤinwˈak~ʤinˈawk	znɔːʧ	ʒnɔʧ	ʒnɔːʧ	ðɛnˈœ~ðɛnˈɔ~ðɛnˈoj	ʒənu	ʤenˈɔli				ʒənˈeje							zønˈøʧ	ʤinˈøʧʧ			ʤejnˈuj~ʤinˈuŋ	ʤənˈoʎ		eʒnu	ʤinˈuj	ʤinˈuj	ʤinˈuj	ʤˈinuj	znøʧ		ʒnɔʧ		ʒənˈuʎ	ʒənˈuʎ	ʒənˈuʎ	ʒnwoʎ										denˈɔʧo	denˈɔʧo	zenˈɔʧo	ʤynɔ~ɲɲɔ
KNOW (SOMETHING)_1	ʃtiw																ʃti											ʃtiw													aʃtˈi																	
KNOW (SOMETHING)_2																					skˈiːrɛ	skˈiːrɛ																								ʃˈiri	iskˈire											
KNOW (SOMETHING)_3		sabˈeɾ	saβˈeɾ	saβˈɛ	saβˈeɾ		saβˈe~sapiɣˈe	saβˈeɾ	sapˈar	savˈer	saˈɛr	savˈɛjr	savˈaj	savwaʁ	savˈeː	saβˈeɾ		sapˈere	saˈer	savˈəj			savˈeː	savˈej	savˈɛj	saˈi	savˈɛ		sapˈɛ~sapˈe	sˈawpɾe~saʧˈe	savˈojr	sapˈere	savweʁ	savˈɛj	savˈɛj	savˈɛj	savˈej	savˈej	sɐβˈeɾ	savˈeː		səvˈajr	səvˈɛkr	səvˈer	səvˈajr			sapˈiɾi	sapˈiɾɨ	sˈapiɾi~sapˈiɾi	sapˈiɾi	saβˈeɾ	sapˈere	sapˈe	savˈer	saˈer~savˈer	savˈer	sawɛ~sawɛʀ
KNOW (SOMETHING)_4						sˈɛβɾə																																																				
LEAF_1																																																		pˈampina	pˈammina							
LEAF_2	frˈɨnʒə																											frˈunzə													frˈunzə																	
LEAF_3		fwˈeja	fˈuʎa	fˈuʎə	fˈuʎa	fˈuə	fˈuʎɛ	fˈuʎa	fwˈaʎa~fwaʎ	fˈoja	fˈɔja	fˈɔja	fˈoʎe	fœj	fwˈee	fˈoʎa	fˈoʎe	fˈɔʎʎa	fˈoa		fˈɔlɪũ	fˈɔljũ	fˈøʤʤa	fˈøʤa	fˈøːja	fˈɔja	fˈøja		fˈɔʎʎə	fɥˈɛjo	fwˈœʎə	fˈɔʎʎa	fœl	fˈøja	fˈøja	fˈøja	fˈøja	fˈɔːja	fˈoʎɐ	fˈoja		feʎ	fiʎ	feʎ	fˈøʎə	fˈɔlla	fˈoʒa	fˈɔɟɟa	fˈɔɟɟa	fwˈɔɟɟa	fˈɔɟɟa	ˈoxa	fˈɔʎʎa	fˈɔja	fˈɔja	fˈɔja	fˈɔja	fuj
LEAF_4																				plˈeʧa																																						
LIE (REST)_1																																																			ʃtinnˈiɾisi			ʃtˈɛnnese				
LIE (REST)_2																								sdrˈajaːse																																		
LIE (REST)_3	ʒˈakŭ									zakˈɛːr		ʒakˈɛːr~ʒakwˈer					zaʧˈɒ			ʤˈəʒər	jakˈeːrɛ	jakˈeːrɛ						zak				ʤaʧˈere										ʤəʒˈajr		ʒer	ʤəʒˈajr													
LIE (REST)_4																															ʤezˈir																											
LIE (REST)_5						ʒˈɛwɾə																																																				
LIE (REST)_6											kuʧˈars																		kukkˈa																			kuɾkˈaɾisi	kukkˈaɾɨsɨ	kuɾkˈaɾisi								
LIE (REST)_7																										bøtˈassˈo	bytˈassʤˈu																															
LIE (REST)_8								ʧitˈaɾse								dejtˈaɾse																																										
LIE (REST)_9																									ruversˈeːse																																	
LIE (REST)_10				əstˈastiɾˈat			astˈaastiɾˈat																																																		stˈardestirˈa	
LIE (REST)_11															jesidistirˈaːt																																											
LIE (REST)_12																													stˈakukkˈatə												astˈakulkˈat																	
LIE (REST)_13																																									afˈikulkˈat																	
LIE (REST)_14														ɛtʁkuʃe																			ɛtkuʧe																									ɛskuːʧeː
LIE (REST)_15																																		stˈekuʤˈa	stˈekuʤˈa	stˈekuʤˈa	stˈɛkuʤˈa																					
LIE (REST)_16																																						stɛkwatˈaː~vesikwatˈaː																				
LIE (REST)_17																				ʃtˈɛpundˈu																																						
LIE (REST)_18																				veʃtˈərpundˈu																																						
LIE (REST)_19																		ˈɛsserezdrajˈato																																			ˈɛsserezdrajˈato					
LIE (REST)_20																																															essˈerekolkˈadu~istˈarekolkˈadu											
LIE (REST)_21		estˈaɾtumbˈao	estˈaɾtombˈat																																																	estˈaɾtumbˈaðo						
LIE (REST)_22																			ˈeserbutˈaʒˈu~ʃtˈerbutˈaʒˈu																																				stˈarbutˈado	stˈarbutˈado		
LIE (REST)_23					estˈaɾʧitˈat																																		iʃtˈaɾdɐjtˈaðu																			
LIE (REST)_24																																											ʃtˈartˈarə															
LIE (REST)_25																							ˈeːseakwˈeːɡoːw																																			
LIE (REST)_26																																														abarrˈajkrokkˈaw												
LIVER_1										fˈedeɡ		fˈedeɡ														fˈidek	fˈidɛk							fˈidik	fˈidik	fˈidik	fˈedik	fˈiːdik																fˈeðiɡu				
LIVER_2	ɕikˈatŭ	fˈeɡado	fˈeʤe	fˈeʤə	fˈeʧe	fˈeʤə	fˈeʤe	fˈeʧe	fiɡwˈot		fˈɛɡat		fˈɛðo	fwa	fiˈaːt	fˈiɣaðo	fikˈɒʦ	fˈeɡato					fˈeɡatu	fiɡˈɛːtu	fˈeɡatu				fˈɛɣatə~fˈeɣatə~fˈekatə	fˈeʤe	fˈojə	fˈeɡato	fwɛ						fˈiɣɐðu	fˈeːɡat	fikˈat					fiɡˈaw	fˈikadu	fˈikatu	fˈikatu	fˈikatu	fˈikitu	ˈiɣaðo	fˈeɡato	fˈekatu	fˈeɡato	fˈɛɡato	fiɡˈa	fwa
LIVER_3	ixkˈatŭ																																																									
LIVER_4																			fjˈanˈejɡɛr																																							
LIVER_5																																										ɲirˈom	nirˈom		ɲərˈom~ɲirˈom													
LIVER_6																					jˈɛkʊr	jˈɔkʊr																				dir	dɛkr	dir														
LIVER_7																												drop																														
LIVER_8																				fujˈafˈoʃk																																						
LONG_1		ʎˈaɾɡo	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk																																												lˈaɾɡo						
