	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
KNOW (SOMETHING)_5		ɕjau⁴¹tə⁰	ɕjau⁵³te²¹			ɕjɑu²³tja⁵⁵			ɕje²¹³tje⁴⁴	ɕjɤ²¹te¹³		ɕjɛu²¹³tɛt⁰			ɕjæ⁵²təʔ⁰		ɕja²⁴²te⁰		
KNOW (SOMETHING)_6				ɛ²⁴²paiʔ²⁴															
KNOW (SOMETHING)_7											ti³³tet¹								
KNOW (SOMETHING)_8				ɛ²⁴²hjeu³²															
LEAF_1				loʔ⁵															hjoʔ⁵
LEAF_2	jɛ⁵¹				ip²				jaʔ³²					jə²¹⁴		je⁴⁵	ji²¹	jɛ²¹	
LEAF_3		je²⁴ʦɹ̩⁰					jɛ⁵³ʦɹ̩⁰	jə³¹ʦɹ̩⁰		je³⁵ʦɹ̩⁰	jap⁵pe⁰	jɛt⁵ʦɹ̩⁰	jeʔ⁵ʦɹ̩⁰		ɦjəʔ²³ʦɹ̩⁵²	je⁴⁵ʦəʔ⁰			
LEAF_4						lje⁵⁵te²³													
LEAF_5				loʔ⁵loʔ⁵															
LEAF_6			su²¹³ʦɹ̩⁵³je²¹je²¹																
LIE (REST)_1									kʰwɑ̃³⁵	kʰun³⁵									
LIE (REST)_2	tʰɑŋ²¹³	tʰan⁴¹		to³²	tʰɔŋ³⁵	tʰɑŋ²³	tʰaŋ²¹³	tʰɑŋ⁴⁵	tʰõ²¹³		tʰoŋ¹¹	tʰɔŋ²¹³	tʰɑ̃¹¹	tʰaŋ²¹³	tʰɑ̃⁵²	tʰɒ̃⁴⁵			to⁵³
LIE (REST)_3			tʰaŋ⁵³tau⁵³ʨʰi⁵³																
LIE (REST)_4											min¹¹								
LIE (REST)_5																	fa⁴⁴		
LIE (REST)_6		ɕɥei¹¹											swei⁴⁴					fei⁴⁴	
LIE (REST)_7			swei²¹³tau⁵³~swei²¹³ʨʰi⁵³																
LIVER_1			tan⁵³															tæ̃⁵³	
LIVER_2	kan⁵⁵	kan³³		kaŋ⁵⁵	kɔn⁵³	kwɑ⁴²	kan⁴⁴	kæ̃²¹³	kɔ⁵⁵	kwẽ⁴⁴	lon³³	kon⁴²	kɑ̃³¹	kɐn⁵²	kø⁴⁴	kæ̃²¹	ky⁴⁴		kwã⁵⁵
LONG_1	ʈ͡ʂʰɑŋ³⁵	ʦan¹³	ʦʰaŋ²¹	twoŋ⁵³	ʦʰœŋ²¹	ʦɑŋ²²	ʈ͡ʂʰaŋ²⁴	ʦʰɑŋ⁵³	ʨʰjõ⁴⁴	ʥɔŋ¹³	ʦʰoŋ¹¹	ʦʰɔŋ²⁴	ʦʰɑ̃¹³	ʈ͡ʂʰaŋ³⁵	zã¹³	ʦʰɒ̃²¹	ʥi³⁴¹	ʈ͡ʂʰɑŋ²⁴	tŋ̍²⁴
LOUSE_1	ʂɻ̩⁵⁵	sɹ̩²⁴			sɐt⁵	sɤ⁵⁵						sət⁵		ʂɻ̩⁵²		səʔ²	sai⁴¹	sei²¹	
LOUSE_2		sɹ̩²⁴po¹³ʦɹ̩⁰								ɕe¹³bu¹³sɹ̩⁰									
LOUSE_3				sɛiʔ²⁴mo³²							set¹ma¹¹								
LOUSE_4			se²¹ʦɹ̩⁵³				ʂɻ̩⁴⁴ʦɹ̩⁰	ʂɻ̩²¹⁴ʦɹ̩⁰	ɕjeʔ³²ʦɹ̩⁰				seʔ⁵ʦɹ̩⁰			səʔ²ʦəʔ⁰			
LOUSE_5															djæ¹³səʔ⁴				
LOUSE_6																			ka⁵⁵ʦau⁵³
MAN_1							ta⁵³lau²¹³ɛ²⁴mə⁰~lau²¹³jɛ²⁴mə⁰												
MAN_2				touŋ²¹²mwo³²nøyŋ⁵³															
MAN_3																			ta²²pɔ⁵⁵laŋ²⁴
MAN_4		lan¹³ʐən⁰ka⁰								nã¹³nin¹³ka⁴⁴									
MAN_5	nan³⁵ʐən³⁵	lan¹³ʐən¹³~lan¹³ti⁰	nan²¹zən²¹~nan²¹ni⁵⁵			lã²²liŋ²²		næ̃⁵³ʐẽ⁰	nɔ⁴⁴nɤ⁰			lan⁴⁵lɨn⁰	lɑ̃¹³ʐən¹³	nɐn³⁵in⁰	nø¹³ɲin¹³	næ̃²¹zəŋ²¹		næ̃²⁴ʐẽ⁰	
MAN_6					nam²¹ljɐn²¹						nam¹¹me³³ŋin¹¹								
MAN_7				naŋ⁵³ŋai²¹²															
MAN_8																	nø³⁴¹ʦɹ̩²⁴²kʰa⁴¹		
MANY_1	two⁵⁵	to³³	to⁴⁵		tɔ⁵³	two⁴²	two⁴⁴	twɤ²¹⁴	tɵ⁵⁵	to⁴⁴	to³³	to⁴²	to³¹	twɔ⁵²	təu⁴⁴	two²¹	tɤu⁴⁴	two²¹	
MANY_2				sa²⁴²															ʦwe²²
MOON_1					yt²kwɔŋ⁵⁵					we³⁵kɔŋ⁴⁴	ŋjat⁵kwoŋ³³						ɲy²¹kwɔ⁴⁴		
MOON_2	ɥɛ⁵¹ljɑŋ⁰	ɥe²⁴ljan¹¹	ɥe²¹ljaŋ⁰			lɥe⁵⁵ljɑŋ²¹	ɥɛ⁵³ljaŋ⁰	ɥɤ²¹ljɑŋ³¹	ɥaʔ³²ɲjɑ̃³¹			ɲɥot⁵ljɔŋ⁰	ɥeʔ⁵ljɑ̃⁰	ɥɛ³⁴ljaŋ³³⁴	ŋəʔ²³ljã²³¹	ɥəʔ²ljɒ̃⁴⁵		ɥɛ²¹ljɑŋ⁰	
MOON_3																			ɡeʔ⁵njũ²⁴
MOON_4		ɥe²⁴ljan¹¹pa³³pa⁰																	
MOON_5				ŋwoʔ⁵															
MOON_6																ɥəʔmi⁰			
MOUNTAIN_1	ʂan⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	san⁵³	sã⁴²	ʂan⁴⁴	ʂæ̃²¹³	sɔ⁴⁴	sã⁴⁴	san³³	san⁴²	sɑ̃³¹	ʂɐn⁵²	se̞⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	swã⁵⁵
MOUTH_1			ʦwei⁵³pa⁵⁵				ʦwei²¹³pa⁰						ʦwei¹¹pɑ³¹						
MOUTH_2	ʦwei²¹³	ʦei⁴¹		ʦʰwoi²¹²	ʦøy³⁵	ʦwei²³	ʦwei²¹³	ʦwei⁴⁵	ʨy²¹³	ʨy⁴²	ʦoi⁵³	ʦwi²¹³	ʦwei¹¹	ʦei²¹⁴	ʦɻ̩ʷ⁵²	ʦwei⁵³	ʦɹ̩²⁴	ʦwei⁵³	ʦʰwi²¹
MOUTH_3			ja²¹pa⁵⁵																
NAME_1	miŋ³⁵ʦɹ̩⁰	min¹³ʦɹ̩⁰	min²¹ʦɹ̩²¹³	mjaŋ⁵³ʒɛi²⁴²	mɛŋ²¹ʦi²²	mei²²ʦɹ̩²¹	miŋ²⁴ʦɹ̩⁰	miŋ⁵³ʦɹ̩⁰	mjɑ̃⁴⁴ʦʰɹ̩³¹	mjɔ̃¹³ʣɹ̩¹¹	mjaŋ¹¹sɹ̩⁵³	mjaŋ⁴⁵ʦɹ̩⁰	min¹³sɹ̩⁰	miŋ⁵²ʦɹ̩⁰	min¹³zɹ̩²³¹	miŋ²¹ʦɹ̩⁴⁵	meŋ³⁴¹zɹ̩²²	miŋ²⁴ʦɹ̩⁰	mjã²⁴li²²
NEAR_1	ʨin⁵¹	ʨin⁴¹	ʨin²¹³	køyŋ²⁴²	kɐn²²	ʨiŋ²⁵	ʨin⁵³	ʨjẽ³¹	ʨʰjɑ̃²¹³	din¹¹	kʰjun⁵³	ʨʰin²¹	ʨin⁴⁴	cin³³⁴	ʥin²³¹	ʨiŋ⁴⁵	ʣjaŋ²⁴	ʨin⁴⁴	kun²²
NEAR_2				køyŋ²⁴²nau⁵⁵															
NECK_1	po³⁵ʦɹ̩⁰	po¹³ʦɹ̩⁰					pɤ²⁴ʦɹ̩⁰	pɤ⁵³ʦɹ̩⁰				pɔʔ⁵ʦɹ̩⁰	poʔ⁵ʦɹ̩⁰			paʔ⁵⁴ʦəʔ⁰		po²⁴ʦɹ̩⁰	
NECK_2														pɔ³⁵kəŋ²¹⁴ʦɹ̩⁰					
NECK_3					kɛŋ³⁵	kei²³						ʨjaŋ²¹³							
NECK_4		ʨin⁴¹kən³³	ʨin⁵³xaŋ⁵³~ʨin⁵³ʦɹ̩⁵³																
NECK_5										ʨjɔ̃⁴²ku⁰	kjaŋ³¹kin³³								
NECK_6									kʰi³⁵ʨjɑ̃²¹³						dʏ¹³ʨin⁵²		dɤu³⁴¹ʨjaŋ²⁴²		
NECK_7																			am²²kun⁵³
NECK_8				tau²⁴²ɔuʔ²⁴															
NEW_1	ɕin⁵⁵	ɕin³³	ɕin⁴⁵	siŋ⁵⁵	sɐn⁵³	ɕiŋ⁴²	ɕin⁴⁴	ɕjẽ²¹⁴	ɕjɑ̃⁵⁵	ɕin⁴⁴	sin³³	ɕin⁴²	ɕin³¹	sin⁵²	sin⁴⁴	ɕiŋ²¹	saŋ⁴⁴	ɕjẽ²¹	sin⁵⁵
NIGHT_1	wan²¹³ʂɑŋ⁵¹	wan⁴¹san¹¹	wan⁵³saŋ²¹³		man²³sœŋ²²		wan²¹³ʂaŋ⁰	væ̃⁴⁵ʂɑŋ⁰					wɑ̃¹¹sɑ̃⁴⁴			væ̃⁵³sɒ̃⁴⁵			
NIGHT_2				maŋ⁵³mwo⁵⁵													ɦ³⁴¹ɕy⁴⁴		
NIGHT_3			xe²¹ləu²¹															xei²¹ljɛ⁰	
NIGHT_4														xou³³⁴ʂɻ̩⁰					
NIGHT_5						ja²¹xa²²			io³¹xo⁰	jɔ¹¹li⁰		ja²¹wan²¹³							
NIGHT_6		ja¹¹ka⁰ʦɹ̩⁰																	
NIGHT_7							ɕja⁵³xə⁴⁴~ɕja⁵³wa²¹³xei⁴⁴												
NIGHT_8											am⁵³pu³³								
NIGHT_9																			e²²hŋ̍⁵⁵
NIGHT_10															jɑ⁴¹²li⁰ɕjã⁴¹²				
NOSE_1		pi²⁴														pjəʔ⁵⁴			
NOSE_2				pʰɛi²¹²															pʰjæ²²jã⁵³~pʰjæ²²
NOSE_3										pʰi¹¹djɤ¹³					bəʔ²³dʏ¹³		bei²¹dɤu³⁴¹		
NOSE_4	pi³⁵ʦɹ̩⁰	pi²⁴ʦɹ̩⁰	pi²¹ʦɹ̩⁵³				pi²⁴ʦɹ̩⁰	pi⁵³ʦɹ̩⁰				pʰit²¹ʦɹ̩⁰	piʔ⁵ʦɹ̩⁰	pi³⁵ʦɹ̩⁰		pjəʔ⁵⁴ʦəʔ⁰		pi²⁴ʦɹ̩⁰	
NOSE_5					pei²²kɔ⁵⁵	pi²²kʰɤn²³			pʰɹ̩³⁵kʰɑ̃²¹³		pʰi⁵³kuŋ³³								
NOT_1				mo⁵³							mm̩¹¹								bo²⁴
NOT_2	pu⁵¹	pu²⁴	pu²¹		pɐt⁵	pu²²	pu⁵³	pu²¹⁴	pɤʔ³²	pʰu¹³		pʰɨt⁵	puʔ⁵	pu²¹⁴	fəʔ⁴	pəʔ²		pu²¹	
NOT_3																	fu²⁴		
NOT_4				iŋ⁵⁵															
NOT_5				ŋ̍²⁴²															
ONE_1				soʔ⁵															ʦit⁵
ONE_2	i⁵⁵	i²⁴	i²¹	ɛiʔ²⁴	jɐt⁵	i⁵⁵	i⁴⁴	i²¹⁴	jeʔ³²	i¹³	it¹	it⁵	iʔ⁵	i²¹⁴	jəʔ⁴	jəʔ²	jai⁴¹	i²¹	
PATH_1	lu⁵¹	ləu¹¹	nu²¹³	two²⁴²	lou²²	lu²¹	lu⁵³~tau⁵³	lu³¹	nu³¹	lɤu¹¹	lu⁵³	lu²¹	lu⁴⁴	tɔ³³⁴	ləu²³¹	lu⁴⁵	løy²²	lou⁴⁴	lɔ²²
PERSON_1	ʐən³⁵	ʐən¹³	zən²¹	nøyŋ⁵³	jɐn²¹	liŋ²²	in²⁴	ʐẽ⁵³	jɑ̃⁴⁴	nin¹³	ŋin¹¹	lɨn⁴⁵	ʐɛn¹³	in⁵²	ɲin¹³	zəŋ²¹	naŋ³⁴¹	ʐẽ²⁴	laŋ²⁴
RAIN (PRECIPITATION)_1	y²¹³	y⁴¹	y⁵³	y³²	y²³	y²³	y²¹³	y⁴⁵	y²¹³	y⁴²	i³¹	y²¹³	y¹¹	y²¹⁴	ɦy²³¹	y⁵³	v²⁴	y⁵³	hɔ²²
RED_1	xuŋ³⁵	xən¹³	xoŋ²¹		hoŋ²¹	xɤn²²	xuŋ²⁴	xuŋ⁵³	fɑ̃⁴⁴	ɣɤn¹³	fuŋ¹¹	fuŋ⁴⁵	xoŋ¹³	xoŋ³⁵	ɦoŋ¹³	xuŋ²¹	ɦoŋ³⁴¹	xuŋ²⁴	
RED_2				øyŋ⁵³															aŋ²¹
ROOT_1	kə⁵⁵	kən³³	kən⁴⁵	kyŋ⁵⁵	kɐn⁵⁵	kɤn⁴²	kən⁴⁴	kẽ²¹⁴	kɑ̃⁵⁵	kẽ⁴⁴	kin³³	kjɛn⁴²	kən³¹	kən⁵²	kən⁴⁴	kəŋ²¹	ky⁴⁴	kẽ²¹	kun⁵⁵
ROOT_2		təu³³ʦɹ̩⁰																	
ROOT_3																	ʥɥɔ³⁴¹		
ROUND_1	ɥɛn³⁵	ɥẽ¹³	ɥan²¹	jeŋ⁵³	yn²¹	ɥã²²	ɥan²⁴	ɥæ̃⁵³	ɥẽ⁴⁴		jan¹¹	ɥon⁴⁵	ɥen¹³	tʰɐn³⁵	ɦjø¹³	ɥe²¹	jy³⁴¹	ɥæ̃²⁴	jæ²⁴
ROUND_2										wĩ¹³tʰwe⁴⁴									
SALT_1	jɛn³⁵	jẽ¹³		sjeŋ⁵³	im²¹	jã²²	jan²⁴	jæ̃⁵³	jẽ⁴⁴	njæ¹³	jam¹¹	jɛn⁴⁵	jen¹³	jɐn⁵²	ɦjɪ¹³		ji³⁴¹	jæ̃²⁴	jam²⁴
SALT_2			jɛn²¹pa⁵⁵																
SALT_3																ɕje²¹je²¹			
SAND_1	ʂa⁵⁵		sa⁴⁵	sai⁵⁵	sa⁵³									ʂa⁵²	so⁴⁴	sa²¹	so⁴⁴		swa⁵⁵
SAND_2		sa³³ʦɹ̩⁰~sa³³po¹³ʦɹ̩⁰	sa⁴⁵sa⁵⁵~sa⁴⁵ʦɹ̩⁰			sɑ⁴²ʦe²³	ʂa⁴⁴ʦɹ̩⁰	ʂa²¹⁴ʦɹ̩⁰	so⁵⁵ʦɹ̩⁰	sɔ⁴⁴ʦɹ̩⁰	sa³³ve⁰	sa⁴²ʦɹ̩⁰	sɑ³¹ʦɹ̩⁰					sɑ²¹ʦɹ̩⁰	
SAY_1	ʂwo⁵⁵	so²⁴	so²¹		syt³		ʂwo⁴⁴	ʂwɤ²¹	ɕɥaʔ³²				soʔ⁵	ʃwɛ²¹⁴	səʔ⁴	swəʔ²		ʂy²¹	
SAY_2		ʨjan⁴¹		kouŋ³²		kɑŋ²³			kõ²¹³	kɔŋ⁴²	koŋ³¹		ʨjɑ̃¹¹				kwɔ²⁴²		kɔŋ⁵³
SAY_3			pai⁵³				pai⁴⁴												
SAY_4							lau⁴⁴												
SAY_5												wa²¹							
SEE_1					tʰɐi³⁵kin³³		ʈ͡ʂʰou²¹³ʨjan⁰												
SEE_2	kʰan⁵¹ʨjɛn⁵¹	kʰan⁵⁵ʨjan⁵⁵		kʰaŋ²¹²ŋjeŋ²¹²		kʰwã⁴²ʨjã⁴²	kʰan⁵³ʨjan⁰	kʰæ̃³¹ʨjæ̃⁰	kʰɔ³⁵ʨje³⁵	kʰẽ³⁵ʨjæ³⁵	kʰon⁵³kjan⁵³	kʰon²¹³ʨjɛn⁴⁵	kʰɑ̃⁴⁴ʨjen⁴⁴	kʰɐn³³⁴cjɐn³³⁴	kʰø⁵²ʨjɪ⁴¹²	kʰæ̃⁴⁵ʨje⁴⁵		kʰæ̃⁴⁴ʨjæ̃⁰	
SEE_3			kʰan²¹³tau⁵³									kʰon²¹³tau⁴²							kʰwã²¹tjo⁰
SEE_4																	ʦʰɹ̩⁴⁴ʥja⁰		
SEE_5																			ki²²
SEED_1															ʦoŋ⁵²		ʨɥɔ²⁴		ʦiŋ⁵³
SEED_2	ʈ͡ʂuŋ²¹³ʦə⁰	ʦən⁴¹ʦɹ̩⁰	ʦoŋ⁵³ʦɹ̩⁵³		ʦoŋ³⁵ʦi³⁵	ʦwɤŋ²³ʦe²³	ʦuŋ²¹³ʦɹ̩⁰	ʈ͡ʂuŋ⁴⁵ʦɹ̩⁰	ʦɑ̃²¹³ʦɹ̩²¹³	tɤn⁴²ʦɹ̩⁰	ʦuŋ³¹ŋe⁰	ʦuŋ²¹³ʦɹ̩⁰	ʦoŋ¹¹sɹ̩⁰	ʈ͡ʂoŋ²¹⁴ʦɹ̩⁰		ʦuŋ⁵³ʦəʔ⁰		p͡fəŋ⁵³ʦɹ̩⁰	
SEED_3				ʦi³²ʦi³²															
SHORT_1	twan²¹⁴	tõ⁴¹	twan⁵³	tøy³²	tyn³⁵	twã²³	twan²¹³	twæ̃⁴⁵	tɑ̃²¹³	twẽ⁴²	ton³¹	ton²¹³	twɑ̃¹¹	tɐn²¹⁴	tø⁵²	twæ̃⁵³	tø²⁴	twæ̃⁵³	te⁵³
SIT_1	ʦwo⁵¹	ʦo¹¹	ʦo²¹³		ʦʰɔ²²	ʦwo²³	ʦwo⁵³	ʦwɤ³¹		ʦʰo¹¹	ʦʰo³³	ʦʰo²¹	ʦo⁴⁴	ʦwɔ³³⁴	zəu²³¹	ʦwɤ⁴⁵	zo²⁴	ʦwo⁴⁴	ʦe²²
SIT_2				sɔy²⁴²					kʰwi²¹³										
SKIN_1				pʰwoi⁵³u⁵⁵~pʰwoi⁵³					pʰɹ̩⁴⁴	pʰi¹³	pʰi¹¹							pʰi²⁴	pʰe²¹
SKIN_2	pʰi³⁵fu⁰	pi¹³fu³³	pʰi²¹pʰi²¹~pʰi²¹ʦɹ̩⁵³		pʰei²¹fu⁵³	pi²²fu⁴²		pʰi⁵³fu²¹⁴				pʰi²⁴fu⁰	pʰi¹³fu³¹	pʰi³⁵fu⁵²	bi¹³fu⁴⁴	pʰi²¹fu²¹	bei³⁴¹fu⁴⁴		
SKIN_3							ʐou⁵³pʰjə²⁴												
SLEEP_1	ʂwei⁵¹	ɕɥei¹¹	swei²¹³		søy²²	swei²¹	ʂwei⁵³	ʂwei³¹			soi⁵³		swei⁴⁴	ʂwei³³⁴		swei⁴⁵		fei⁴⁴	
SLEEP_2		kʰwən⁵⁵		kʰɔuŋ²¹²					kʰwɑ̃³⁵	kʰun³⁵		kʰun²¹³			kʰwən⁴¹²		kʰy⁵¹		kʰun²¹
SMALL_1	ɕjɑu²¹³	ɕjau⁴¹	ɕjau⁵³		sju³⁵		ɕjau²¹³	ɕjɔ⁴⁵	ɕje²¹³	ɕjɤ⁴²		ɕjɛu²¹³	ɕjɔ¹¹	sjau²¹⁴	sjæ⁵²	ɕjau⁵³		ɕjɑu⁵³	
SMALL_2		ɕi⁵⁵		sɑ²¹²		ɕi²⁴					se⁵³						sai²⁴		swe²¹
SMALL_3				nɔuŋ²⁴²															
SMOKE (EXHAUST)_1				houŋ⁵⁵															hun⁵⁵
SMOKE (EXHAUST)_2	jɛn⁵⁵	jẽ³³			in⁵⁵	jã⁴²	jan⁴⁴	jæ̃²¹⁴	jẽ⁵⁵	njæ⁴⁴	jan³³	jɛn⁴²	jen³¹	jɐn⁵²	jɪ⁴⁴	je²¹	i⁴⁴	jæ̃²¹	
SMOKE (EXHAUST)_3			jɛn⁴⁵jə⁵⁵~jɛn⁴⁵ʦɹ̩⁵³																
SNAKE_1							ʈ͡ʂʰaŋ²¹ʈ͡ʂʰuŋ²¹							ʈ͡ʂʰaŋ³⁵ʈ͡ʂʰoŋ⁰				ʈ͡ʂʰɑŋ²⁴p͡fʰəŋ⁰	
SNAKE_2	ʂy³⁵	sə¹³	se²¹		sɛ²¹	sa²²	ʂy²⁴	ʂa⁵³	so⁴⁴	ʨʰjɔ¹³		sa⁴⁵	ʂə¹³		zo¹³	sɤ²¹	zei³⁴¹		ʦwa²⁴
SNAKE_3											sa¹¹ko³³								
SNAKE_4			so⁴⁵lau⁵³ə²¹³																
SNAKE_5				lau³²lje⁵³															
STAND_1	ʈ͡ʂan⁵¹	ʦan⁵⁵	ʦan²¹³		ʦam²²	ʦã²¹	ʈ͡ʂan⁵³	ʈ͡ʂæ̃³¹		ʦã³⁵		ʦan⁴⁵	ʦɑ̃⁴⁴			ʦæ̃⁴⁵		ʦæ̃⁴⁴	
STAND_2				kʰje²⁴²					kʰa²¹³		kʰi³³						ɡe²⁴		kʰja²²
STAND_3		ti⁵⁵																	
STAND_4														li²¹⁴ʈ͡ʂə⁰					
STAND_5															ljəʔ²³				
STAR_1				siŋ⁵⁵											sin⁴⁴		seŋ⁴⁴		ʦʰjæ⁵⁵
STAR_2											sen³³ne⁰								
STAR_3	ɕiŋ⁵⁵ɕiŋ⁰	ɕin³³ɕin⁰	ɕin⁴⁵ɕjə⁵⁵~ɕin⁴⁵ɕjə²¹³		sɛŋ⁵⁵sɛŋ⁵⁵		ɕiŋ⁴⁴ɕjə⁰	ɕiŋ²¹³ɕiŋ⁰	ɕjɑ̃⁵⁵ɕjɑ⁵⁵				ɕin³¹ɕin⁰	siŋ⁵²siŋ⁰		ɕiŋ²¹ɕiŋ²¹		ɕiŋ²¹ɕiŋ²⁴	
STAR_4						sei⁴²ʦe²³				sjɔ̃⁴⁴ʦɹ̩⁰		ɕjaŋ⁴²ʦɹ̩⁰							
STONE_1	ʂɻ̩³⁵tʰou⁰	sɹ̩²⁴təu⁰	sjɹ̩²¹tʰəu²¹	swoʔ⁵lau⁵³	sɛk²tʰɐu²¹	sei²²tai²²	ʂɻ̩²⁴tʰou⁰	ʂi⁵³tʰou⁰	ɕjeʔ³²tʰi⁴⁴		sak⁵tʰeu¹¹	saʔ²tʰɛu⁰	ʂɻ̩ʔ⁵tʰəɯ¹³	ʂɹ̩³⁵tʰou⁰	zɑʔ²³dʏ¹³	səʔ⁵⁴tʰəu²¹		ʂɻ̩²⁴tʰou⁰	ʦjoʔ⁵tʰau²⁴
STONE_2										ɕjɔ³⁵djɤ¹³kwa⁰									
STONE_3																	zei²¹dɤu³⁴¹ʦɹ̩²⁴²ŋ̍⁰		
SUN_1	tʰai⁵¹jɑŋ³⁵	tʰai⁵⁵jan¹³	tʰai²¹³jaŋ²¹		tʰai³³jœŋ²¹		tʰai⁵³jaŋ⁰	tʰə³¹jɑŋ⁵³	tʰɔ³⁵jɔ⁴⁴	tʰa³⁵jɔŋ¹³		tʰai²¹³jɔŋ⁴⁵	tʰɛ⁴⁴jɑ̃⁰		tʰɑ⁴¹²ɦjã¹³	tʰai⁴⁵jɒ̃⁰	tʰa⁵¹ji³⁴¹	tʰɛ⁴⁴jɑŋ⁰	
SUN_2				niʔ⁵tʰau⁵³			ʐɻ̩⁵³tʰou⁰				ŋit¹tʰeu¹¹			i²¹³tʰou⁰				ə²¹tʰou⁰	
SUN_3																		ə²¹tʰou⁰jɛ⁴⁴	
SUN_4										ni³⁵djɤ¹³kʰu⁴⁴									
SUN_5						lje⁵⁵tai²²													
SUN_6																			lit⁵
SWIM_1	jou³⁵ʂwei²¹³	jəu¹³ɕɥei⁴¹~wan¹³ɕɥei⁴¹		sjeu⁵³ʦwoi³²	jɐu²¹søy³⁵	jou²²swei²³			vo⁵⁵ɕy²¹³	jo¹³ɕy⁴²		ju⁴⁵swi²¹³						jou²⁴fei⁵³~fu²⁴fei⁵³	sju²⁴ʦwi⁵³
SWIM_2			jəu²¹yn²¹³				jou²⁴yŋ²¹³	jou⁵³yŋ⁴⁵		jo¹³un¹¹		ju⁴⁵juŋ²¹³	jəɯ¹³joŋ¹¹			jəu²¹yŋ⁵³		jou²⁴	
SWIM_3																	jjeu³⁴¹vu³⁴¹ŋ̍⁰		
SWIM_4			ɕi⁵³ʦau⁵³											si²¹⁴ʦau²¹⁴					
SWIM_5											se³¹sən³³ne⁰								
SWIM_6															hoʔ⁴lã²³ɦjoʔ²³				
TAIL_1	wei²¹³				mei²³														me⁵³
TAIL_2		wei⁴¹pa⁰	wei⁵³pa⁵⁵			wei²³pa⁴²	wei²¹³pa⁰	i⁴⁵pa⁰	vi²¹³po⁵⁵	wi⁴²pa⁰	mi³³pa³³	wi²¹³pa⁰	wei¹¹pɑ⁰	wei²¹⁴pa³³⁴	ɲi²³¹po⁴⁴	vei⁵³pa⁰	mei²⁴po⁴⁴ŋ̍⁰	i⁵³pɑ⁰	me⁵³pa⁵⁵
TAIL_3			wei⁵³ʦɹ̩⁵³																
TAIL_4				mwoi³²mwoi³²															
THAT_1											ke⁵³								
THAT_2															kwe̞⁴⁴				
THAT_3				hy³²								he²¹³				vai⁵³	he²⁴		
THAT_4				hwoi⁵³															
THAT_5	nɑ⁵¹	la⁵⁵	na²¹³		na³³	la²³	na⁵³	na³¹	na³¹	lo¹¹		la²¹³		njɛ³³⁴				nɑ⁵³	
THAT_6													ləʔ⁵						hit³²
THIN (OF LEAF AND CLOTH)_1	pɑu³⁵	po²⁴	po²¹	poʔ⁵	pɔk²	pɑu²²	pɤ²⁴	pɤ⁵³	pʰoʔ³²	pʰo¹¹	pʰok⁵	pʰɔʔ⁵	poʔ⁵	pɔ³⁵	boʔ²³	pəʔ⁵⁴	bo²³	po²⁴	poʔ⁵
THIS_1						i²⁵kwo⁵⁵													
THIS_2																	ki⁴¹kai⁴¹		
THIS_3									nn̩²¹³		e³¹								
THIS_4					li⁵⁵										ke̞⁴⁴				
THIS_5	ʈ͡ʂɤ⁵¹	ko²⁴	ʦe²¹³	ʦi³²~ʦja³²			ʈ͡ʂɤ⁵³	ʈ͡ʂɤ³¹		ʦɹ̩³⁵		ko²¹³	ʈ͡ʂe⁴⁴	ʧɛ³³⁴		ʦai⁵³		ʈ͡ʂɤ⁵³	
THIS_6																			ʦit³²
THOU_1	ni²¹⁴	li⁴¹	ɲi⁵³	ny³²	nei²³	lio²³	ni²¹³	ɲi⁴⁵	n̩²¹³	n̩⁴²		n̩²¹³	li¹¹	ni²¹⁴	ne̞²³¹	ni⁵³	ɲi²⁴	ni⁵³	li⁵³
THOU_2											n̩¹¹								
THOU_3				ny³²nøyŋ⁵³															
TONGUE_1		sə²⁴təu⁰	se²¹tʰə²¹				ʂɤ²⁴tʰou⁰	ʂɤ⁵³tʰou⁰				sət²¹tʰɛu⁰	seʔ⁵tʰəɯ¹³	ʃɛ³⁵tʰə⁰	zəʔ²³dʏ¹³	ʂəʔ⁵⁴tʰəu²¹		ʂɤ²⁴tʰou⁰	
TONGUE_2						ɕje²²tai²²													
TONGUE_3		sə²⁴ʦɹ̩⁰								ɕje³⁵ʦɹ̩⁰									
TONGUE_4	ʂɤ³⁵				sit²											ʂəʔ⁵⁴			
TONGUE_5											sat⁵ma¹¹								ʦiʔ⁵ja⁵³
TONGUE_6									kʰi²¹³ʨʰɥaʔ³²										
TONGUE_7																	kʰau²⁴²ji²¹		
TONGUE_8				ʦʰwoi²¹²sjoʔ⁵															
